year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1980,519,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1980,6,tonnes (metric),Imports,bismuth,Morocco
1/1/1980,57,kilograms,Imports,bromine,Morocco
1/1/1980,9951,tonnes (metric),Imports,coal,Morocco
1/1/1980,304,tonnes (metric),Imports,copper,Morocco
1/1/1980,2399,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1980,4001187,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1980,1060,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1980,10,tonnes (metric),Imports,arsenic,Morocco
1/1/1980,255,tonnes (metric),Imports,diatomite,Morocco
1/1/1980,441,tonnes (metric),Imports,feldspar,Morocco
1/1/1980,702386,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1980,917,tonnes (metric),Imports,talc,Morocco
1/1/1980,185,tonnes (metric),Imports,tin,Morocco
1/1/1980,3298,tonnes (metric),Imports,zinc,Morocco
1/1/1980,2333,tonnes (metric),Imports,titanium,Morocco
1/1/1981,177,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,1577,tonnes (metric),Imports,potash,Morocco
1/1/1981,5536,kilograms,Imports,silver,Morocco
1/1/1981,20,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,43141,tonnes (metric),Imports,potash,Morocco
1/1/1981,12233,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,1703,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,82,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,1281,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,73,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1981,10258,tonnes (metric),Imports,salt,Morocco
1/1/1981,8699,kilograms,Imports,mercury,Morocco
1/1/1981,444,kilograms,Imports,iodine,Morocco
1/1/1981,115,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1981,5398,tonnes (metric),Imports,kaolin,Morocco
1/1/1981,31216,tonnes (metric),Imports,potash,Morocco
1/1/1981,93,kilograms,Imports,bromine,Morocco
1/1/1981,810435,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1981,336,tonnes (metric),Imports,feldspar,Morocco
1/1/1981,0,tonnes (metric),Imports,arsenic,Morocco
1/1/1981,6931,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1981,2538,tonnes (metric),Imports,titanium,Morocco
1/1/1981,269,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1981,331,tonnes (metric),Imports,diatomite,Morocco
1/1/1981,6630,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1981,3,tonnes (metric),Imports,bismuth,Morocco
1/1/1981,10071,tonnes (metric),Imports,coal,Morocco
1/1/1981,822,tonnes (metric),Imports,talc,Morocco
1/1/1981,2568,tonnes (metric),Imports,zinc,Morocco
1/1/1981,1083,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1981,225,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1981,189,tonnes (metric),Imports,tin,Morocco
1/1/1981,2044,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1981,565,tonnes (metric),Imports,copper,Morocco
1/1/1981,4476243,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1982,1216,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1982,41211,tonnes (metric),Imports,coal,Morocco
1/1/1982,176,tonnes (metric),Imports,tin,Morocco
1/1/1982,565,tonnes (metric),Imports,feldspar,Morocco
1/1/1982,4408065,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1982,8142,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1982,1026751,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1982,2378,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1982,974,tonnes (metric),Imports,talc,Morocco
1/1/1982,8086,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1982,5,tonnes (metric),Imports,bismuth,Morocco
1/1/1982,22,kilograms,Imports,bromine,Morocco
1/1/1982,358,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1982,5,tonnes (metric),Imports,arsenic,Morocco
1/1/1982,3200,tonnes (metric),Imports,titanium,Morocco
1/1/1982,617,tonnes (metric),Imports,copper,Morocco
1/1/1982,36,tonnes (metric),Imports,diatomite,Morocco
1/1/1982,2649,tonnes (metric),Imports,zinc,Morocco
1/1/1982,24620,tonnes (metric),Imports,potash,Morocco
1/1/1982,9854,kilograms,Imports,mercury,Morocco
1/1/1982,189,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,697,kilograms,Imports,iodine,Morocco
1/1/1982,17596,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,2683,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,2291,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,47226,tonnes (metric),Imports,potash,Morocco
1/1/1982,1610,tonnes (metric),Imports,potash,Morocco
1/1/1982,1100,kilograms,Imports,silver,Morocco
1/1/1982,116,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,8133,tonnes (metric),Imports,kaolin,Morocco
1/1/1982,21,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1982,163,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1982,26,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,2147,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,7228,tonnes (metric),Imports,kaolin,Morocco
1/1/1983,2298,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,30,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,99,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,26108,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,34803,tonnes (metric),Imports,potash,Morocco
1/1/1983,359,kilograms,Imports,iodine,Morocco
1/1/1983,206,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,810,kilograms,Imports,silver,Morocco
1/1/1983,6699,kilograms,Imports,mercury,Morocco
1/1/1983,176,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1983,42,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1983,41533,tonnes (metric),Imports,potash,Morocco
1/1/1983,1809,tonnes (metric),Imports,potash,Morocco
1/1/1983,1520,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1983,0,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1983,4157646,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1983,6590,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1983,10,tonnes (metric),Imports,arsenic,Morocco
1/1/1983,107,tonnes (metric),Imports,diatomite,Morocco
1/1/1983,724,tonnes (metric),Imports,copper,Morocco
1/1/1983,216805,tonnes (metric),Imports,coal,Morocco
1/1/1983,2793,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1983,114,tonnes (metric),Imports,tin,Morocco
1/1/1983,1505,tonnes (metric),Imports,feldspar,Morocco
1/1/1983,2628,tonnes (metric),Imports,zinc,Morocco
1/1/1983,84,kilograms,Imports,bromine,Morocco
1/1/1983,1209,tonnes (metric),Imports,talc,Morocco
1/1/1983,1349554,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1983,2097,tonnes (metric),Imports,titanium,Morocco
1/1/1983,2000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1984,126,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,43180,tonnes (metric),Imports,potash,Morocco
1/1/1984,732,kilograms,Imports,silver,Morocco
1/1/1984,177746,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,162,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1984,896,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,946,tonnes (metric),Imports,potash,Morocco
1/1/1984,41129,tonnes (metric),Imports,potash,Morocco
1/1/1984,9908,tonnes (metric),Imports,kaolin,Morocco
1/1/1984,20,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,133,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,7477,kilograms,Imports,mercury,Morocco
1/1/1984,68,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,695,kilograms,Imports,iodine,Morocco
1/1/1984,2764,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1984,2036,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1984,155763,tonnes (metric),Imports,coal,Morocco
1/1/1984,3200,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1984,247,tonnes (metric),Imports,diatomite,Morocco
1/1/1984,774,tonnes (metric),Imports,copper,Morocco
1/1/1984,2944,tonnes (metric),Imports,zinc,Morocco
1/1/1984,1081,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1984,18,kilograms,Imports,bromine,Morocco
1/1/1984,18,tonnes (metric),Imports,arsenic,Morocco
1/1/1984,4702,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1984,1552,tonnes (metric),Imports,talc,Morocco
1/1/1984,682,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1984,3145,tonnes (metric),Imports,titanium,Morocco
1/1/1984,4581284,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1984,132,tonnes (metric),Imports,tin,Morocco
1/1/1984,1418685,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1984,1798,tonnes (metric),Imports,feldspar,Morocco
1/1/1985,2149,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1985,156,tonnes (metric),Imports,tin,Morocco
1/1/1985,1017,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1985,11,tonnes (metric),Imports,arsenic,Morocco
1/1/1985,3220,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1985,1110,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1985,53,tonnes (metric),Imports,diatomite,Morocco
1/1/1985,5024916,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1985,1469308,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1985,749,tonnes (metric),Imports,feldspar,Morocco
1/1/1985,3373,tonnes (metric),Imports,zinc,Morocco
1/1/1985,664,tonnes (metric),Imports,copper,Morocco
1/1/1985,420743,tonnes (metric),Imports,coal,Morocco
1/1/1985,276,kilograms,Imports,bromine,Morocco
1/1/1985,3293,tonnes (metric),Imports,titanium,Morocco
1/1/1985,200,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1985,1060,tonnes (metric),Imports,talc,Morocco
1/1/1985,990,tonnes (metric),Imports,potash,Morocco
1/1/1985,130,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,49,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1985,7853,tonnes (metric),Imports,kaolin,Morocco
1/1/1985,210,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,876,kilograms,Imports,silver,Morocco
1/1/1985,54467,tonnes (metric),Imports,potash,Morocco
1/1/1985,512,kilograms,Imports,iodine,Morocco
1/1/1985,2167,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,299517,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,43748,tonnes (metric),Imports,potash,Morocco
1/1/1985,1146,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,55,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1985,11279,kilograms,Imports,mercury,Morocco
1/1/1986,1901,tonnes (metric),Imports,lead,Morocco
1/1/1986,3266,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,3261,kilograms,Imports,mercury,Morocco
1/1/1986,132,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,691,kilograms,Imports,silver,Morocco
1/1/1986,982,tonnes (metric),Imports,potash,Morocco
1/1/1986,8032,tonnes (metric),Imports,kaolin,Morocco
1/1/1986,911,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,231273,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,128,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,47079,tonnes (metric),Imports,potash,Morocco
1/1/1986,31,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1986,41048,tonnes (metric),Imports,potash,Morocco
1/1/1986,666,kilograms,Imports,iodine,Morocco
1/1/1986,120,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1986,2,tonnes (metric),Imports,arsenic,Morocco
1/1/1986,4507338,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1986,755041,tonnes (metric),Imports,coal,Morocco
1/1/1986,2904,tonnes (metric),Imports,titanium,Morocco
1/1/1986,98,tonnes (metric),Imports,diatomite,Morocco
1/1/1986,2081,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1986,358,tonnes (metric),Imports,feldspar,Morocco
1/1/1986,6,kilograms,Imports,bromine,Morocco
1/1/1986,1645,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1986,1672342,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1986,20,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1986,1079,tonnes (metric),Imports,talc,Morocco
1/1/1986,2397,tonnes (metric),Imports,zinc,Morocco
1/1/1986,4000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1986,4991,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1986,158,tonnes (metric),Imports,tin,Morocco
1/1/1986,605,tonnes (metric),Imports,copper,Morocco
1/1/1987,61176,tonnes (metric),Imports,potash,Morocco
1/1/1987,153,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1987,192,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1987,289084,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1987,2042,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1987,2000,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1987,5456,tonnes (metric),Imports,kaolin,Morocco
1/1/1987,,tonnes (metric),Imports,lead,Morocco
1/1/1987,164,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1987,,kilograms,Imports,mercury,Morocco
1/1/1987,971,tonnes (metric),Imports,potash,Morocco
1/1/1987,34710,tonnes (metric),Imports,potash,Morocco
1/1/1987,1000,kilograms,Imports,silver,Morocco
1/1/1987,2885,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1987,1022,tonnes (metric),Imports,feldspar,Morocco
1/1/1987,4575,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1987,4836221,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1987,1885,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1987,676,tonnes (metric),Imports,copper,Morocco
1/1/1987,1417,tonnes (metric),Imports,talc,Morocco
1/1/1987,547,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1987,1040745,tonnes (metric),Imports,coal,Morocco
1/1/1987,1139,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1987,126,tonnes (metric),Imports,diatomite,Morocco
1/1/1987,2042825,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1987,19177,tonnes (metric),Imports,zinc,Morocco
1/1/1987,3716,tonnes (metric),Imports,titanium,Morocco
1/1/1987,127,tonnes (metric),Imports,tin,Morocco
1/1/1988,2924965,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1988,5691,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1988,1270,kilograms,Imports,silver,Morocco
1/1/1988,1914,tonnes (metric),Imports,talc,Morocco
1/1/1988,3029,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1988,2923,tonnes (metric),Imports,zinc,Morocco
1/1/1988,5118,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1988,662,tonnes (metric),Imports,copper,Morocco
1/1/1988,1095,tonnes (metric),Imports,feldspar,Morocco
1/1/1988,3517,tonnes (metric),Imports,titanium,Morocco
1/1/1988,122,tonnes (metric),Imports,tin,Morocco
1/1/1988,1717,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1988,341,tonnes (metric),Imports,diatomite,Morocco
1/1/1988,5001294,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1988,1018299,tonnes (metric),Imports,coal,Morocco
1/1/1988,61117,tonnes (metric),Imports,potash,Morocco
1/1/1988,7757,tonnes (metric),Imports,kaolin,Morocco
1/1/1988,60,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,283,tonnes (metric),Imports,lead,Morocco
1/1/1988,2459,tonnes (metric),Imports,salt,Morocco
1/1/1988,186,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,197,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,371698,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,4293,kilograms,Imports,mercury,Morocco
1/1/1988,171,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1988,59815,tonnes (metric),Imports,potash,Morocco
1/1/1988,3318,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,1060,tonnes (metric),Imports,potash,Morocco
1/1/1988,36,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1988,485,kilograms,Imports,iodine,Morocco
1/1/1989,1512,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,1375,tonnes (metric),Imports,potash,Morocco
1/1/1989,466,kilograms,Imports,mercury,Morocco
1/1/1989,9790,tonnes (metric),Imports,kaolin,Morocco
1/1/1989,1138,kilograms,Imports,iodine,Morocco
1/1/1989,36052,tonnes (metric),Imports,lead,Morocco
1/1/1989,19,tonnes (metric),Imports,salt,Morocco
1/1/1989,204,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1989,205,tonnes (metric),Imports,lead,Morocco
1/1/1989,440491,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,45961,tonnes (metric),Imports,potash,Morocco
1/1/1989,80,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,81,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,126,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,21723,tonnes (metric),Imports,potash,Morocco
1/1/1989,122,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1989,1278452,tonnes (metric),Imports,coal,Morocco
1/1/1989,416,tonnes (metric),Imports,diatomite,Morocco
1/1/1989,10651,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1989,2798,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1989,4242,tonnes (metric),Imports,zinc,Morocco
1/1/1989,1481,tonnes (metric),Imports,talc,Morocco
1/1/1989,3944,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1989,5664575,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1989,,tonnes (metric),Imports,copper,Morocco
1/1/1989,648,tonnes (metric),Imports,feldspar,Morocco
1/1/1989,,kilograms,Imports,silver,Morocco
1/1/1989,2418,tonnes (metric),Imports,titanium,Morocco
1/1/1989,1095286,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1989,761,tonnes (metric),Imports,copper,Morocco
1/1/1989,2151,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1989,138,tonnes (metric),Imports,tin,Morocco
1/1/1990,9296,kilograms,Imports,mercury,Morocco
1/1/1990,177,tonnes (metric),Imports,lead,Morocco
1/1/1990,29519,tonnes (metric),Imports,lead,Morocco
1/1/1990,12380,tonnes (metric),Imports,kaolin,Morocco
1/1/1990,36256,tonnes (metric),Imports,potash,Morocco
1/1/1990,2320,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1990,608,tonnes (metric),Imports,potash,Morocco
1/1/1990,3339,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1990,50969,tonnes (metric),Imports,potash,Morocco
1/1/1990,412117,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1990,42,tonnes (metric),Imports,salt,Morocco
1/1/1990,349,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1990,405,kilograms,Imports,iodine,Morocco
1/1/1990,,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1990,836,tonnes (metric),Imports,feldspar,Morocco
1/1/1990,170,tonnes (metric),Imports,tin,Morocco
1/1/1990,1189248,tonnes (metric),Imports,coal,Morocco
1/1/1990,697,tonnes (metric),Imports,diatomite,Morocco
1/1/1990,2461,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1990,110,tonnes (metric),Imports,copper,Morocco
1/1/1990,7157,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1990,9102,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1990,1064,kilograms,Imports,silver,Morocco
1/1/1990,5700,tonnes (metric),Imports,zinc,Morocco
1/1/1990,1566,tonnes (metric),Imports,talc,Morocco
1/1/1990,2739592,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1990,4761,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1990,2423,tonnes (metric),Imports,titanium,Morocco
1/1/1990,733,tonnes (metric),Imports,copper,Morocco
1/1/1990,5838151,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1991,11286,kilograms,Imports,silver,Morocco
1/1/1991,1376178,tonnes (metric),Imports,coal,Morocco
1/1/1991,3978,tonnes (metric),Imports,copper,Morocco
1/1/1991,743,tonnes (metric),Imports,copper,Morocco
1/1/1991,5048466,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1991,362,tonnes (metric),Imports,diatomite,Morocco
1/1/1991,766,tonnes (metric),Imports,feldspar,Morocco
1/1/1991,2228027,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1991,2045,tonnes (metric),Imports,talc,Morocco
1/1/1991,127,tonnes (metric),Imports,tin,Morocco
1/1/1991,4600,tonnes (metric),Imports,titanium,Morocco
1/1/1991,7411,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1991,5132,tonnes (metric),Imports,zinc,Morocco
1/1/1991,4091,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1991,2039,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1991,6351,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1991,,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1991,5200,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1991,10559,tonnes (metric),Imports,kaolin,Morocco
1/1/1991,21314,tonnes (metric),Imports,potash,Morocco
1/1/1991,427,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1991,1856,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1991,138,kilograms,Imports,iodine,Morocco
1/1/1991,2845,tonnes (metric),Imports,salt,Morocco
1/1/1991,28571,tonnes (metric),Imports,lead,Morocco
1/1/1991,858,tonnes (metric),Imports,lead,Morocco
1/1/1991,10269,kilograms,Imports,mercury,Morocco
1/1/1991,418095,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1991,1946,tonnes (metric),Imports,potash,Morocco
1/1/1991,42211,tonnes (metric),Imports,potash,Morocco
1/1/1992,2776,tonnes (metric),Imports,salt,Morocco
1/1/1992,3169,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1992,341550,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1992,394,tonnes (metric),Imports,potash,Morocco
1/1/1992,26632,tonnes (metric),Imports,potash,Morocco
1/1/1992,15958,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1992,6000,kilograms,Imports,mercury,Morocco
1/1/1992,22218,tonnes (metric),Imports,lead,Morocco
1/1/1992,60689,tonnes (metric),Imports,potash,Morocco
1/1/1992,347,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1992,974,tonnes (metric),Imports,lead,Morocco
1/1/1992,5310,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1992,6772,tonnes (metric),Imports,copper,Morocco
1/1/1992,175,tonnes (metric),Imports,tin,Morocco
1/1/1992,1034,tonnes (metric),Imports,diatomite,Morocco
1/1/1992,4403,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1992,2143,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1992,6728357,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1992,2175,tonnes (metric),Imports,talc,Morocco
1/1/1992,10898,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1992,4832,tonnes (metric),Imports,zinc,Morocco
1/1/1992,1061120,tonnes (metric),Imports,coal,Morocco
1/1/1992,2650700,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1992,661,tonnes (metric),Imports,copper,Morocco
1/1/1993,272,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1993,494,tonnes (metric),Imports,lead,Morocco
1/1/1993,95000,tonnes (metric),Imports,potash,Morocco
1/1/1993,315451,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1993,5835,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1993,11100,tonnes (metric),Imports,kaolin,Morocco
1/1/1993,3507,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1993,12220,tonnes (metric),Imports,lead,Morocco
1/1/1993,600,tonnes (metric),Imports,salt,Morocco
1/1/1993,4600,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1993,2306,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1993,978598,tonnes (metric),Imports,coal,Morocco
1/1/1993,2800,tonnes (metric),Imports,copper,Morocco
1/1/1993,4800,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1993,578,tonnes (metric),Imports,copper,Morocco
1/1/1993,6122630,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1993,2588000,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1993,116,tonnes (metric),Imports,tin,Morocco
1/1/1993,2844,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1993,6316,tonnes (metric),Imports,zinc,Morocco
1/1/1994,4751,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1994,6900,tonnes (metric),Imports,titanium,Morocco
